,Person Description,Place Code,Customer Order,Additional Features in market,Promotion Name,Store Kind,Store Sales,Store Cost,Product Weights Data in (KG),Is Recyclable?,Min. Yearly Income,Store Area,Grocery Area,Frozen Area,Meat Area,Cost
mc_ID_16146,"Married Male with five children, education: high school degree working as professional",S03le_WA,"Snack Foods from Snack Foods department, Ordered Brand : Fast",['Coffee Bar'],Weekend Discount,Supermarket,2.75 Millions,1.21 Millions,"{'Gross Weight': 27.0368, 'Net Weight': 24.1296, 'Package Weight': 2.9072}",recyclable,90K+,1970.94,1237.43,440.92,293.33,698.728
mc_ID_16147,"Married Male with five children, education: high school degree working as professional",P07nd_OR,"Fruit from Produce department, Ordered Brand : High Top",,,Supermarket,11.25 Millions,3.4875 Millions,"{'Gross Weight': 21.3678, 'Net Weight': 18.3153, 'Package Weight': 3.0525}",non recyclable,130K+,1887.63,1506.14,227.8,150.34,635.1312
mc_ID_16148,"Married Female with four children, education: high school degree working as manual",S01em_OR,"Vegetables from Canned Foods department, Ordered Brand : Bravo","['Ready Food', 'Florist', 'Video Store', 'Coffee Bar', 'Bar For Salad']",Lottery Cash Registerion,Deluxe,1.74 Millions,0.8352 Millions,"{'Gross Weight': 19.4781, 'Net Weight': 16.4256, 'Package Weight': 3.0525}",non recyclable,30K+,2572.86,1734.5,503.07,335.38,313.0678
mc_ID_16149,"Single Male with one child, education: bachelors degree working as professional",S04ne_WA,"Drinks from Beverages department, Ordered Brand : Excellent",,,Supermarket,5.96 Millions,2.6224 Millions,"{'Gross Weight': 18.606, 'Net Weight': 15.6988, 'Package Weight': 2.9072}",non recyclable,50K+,2816.85,,457.36,304.91,610.5502
mc_ID_16150,"Married Female with two children, education: partial high school working as manual",O09ba_VE,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Portsmouth","['Ready Food', 'Bar For Salad']",,Supermarket,8.1 Millions,2.592 Millions,"{'Gross Weight': 19.0421, 'Net Weight': 16.1349, 'Package Weight': 2.9072}",recyclable,10K+,,2448.37,470.27,314.63,719.3865
mc_ID_16151,"Married Female with four children, education: partial high school working as manual",L05es_CA,"Jams and Jellies from Baking Goods department, Ordered Brand : Super",['Florist'],Roller Savings (High) ,,14.48 Millions,5.6472 Millions,"{'Gross Weight': 27.1822, 'Net Weight': 25.7286, 'Package Weight': 1.4536}",recyclable,10K+,2187.66,1320.15,523.32,350.3,532.6232
mc_ID_16152,"Single Female with two children, education: high school degree working as skilled manual",P07nd_OR,"Fruit from Produce department, Ordered Brand : High Top",,GLD,,7.48 Millions,3.5904 Millions,"{'Gross Weight': 25.1472, 'Net Weight': 22.0946, 'Package Weight': 3.0525}",recyclable,30K+,1886.1,1508,227.8,151.9,727.9637
mc_ID_16153,"Single Female with two children, education: partial high school working as skilled manual",P07nd_OR,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Top Measure",,Full Free,Supermarket,3.3 Millions,1.221 Millions,"{'Gross Weight': 17.1524, 'Net Weight': 14.2452, 'Package Weight': 2.9072}",recyclable,10K+,1892.54,1506.29,227.8,151.9,272.2738
mc_ID_16154,"Married Female with one child, education: partial college working as manual",S01em_OR,"Vegetables from Produce department, Ordered Brand : Hermanos","['Florist', 'Video Store', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",Price Slashers,Deluxe,10.88 Millions,4.352 Millions,"{'Gross Weight': 25.0018, 'Net Weight': 23.5482, 'Package Weight': 1.4536}",non recyclable,30K+,2575.61,1734.5,503.07,336.5,282.9953
mc_ID_16155,"Married Male with three children, education: high school degree working as manual",H11go_ZA,"Fruit from Produce department, Ordered Brand : Ebony","['Florist', 'Video Store', 'Ready Food', 'Bar For Salad', 'Coffee Bar']",Go For It,Deluxe,2.7 Millions,1.188 Millions,"{'Gross Weight': 31.2522, 'Net Weight': 28.3451, 'Package Weight': 2.9072}",recyclable,30K+,2841.35,2038.48,481.98,320.49,455.3761
mc_ID_16156,"Single Male with five children, education: high school degree working as manual",S01em_OR,"Bread from Baked Goods department, Ordered Brand : Great","['Ready Food', 'Video Store', 'Bar For Salad', 'Florist', 'Coffee Bar']",Save It (Sale),Deluxe,9.64 Millions,4.4344 Millions,"{'Gross Weight': 16.7163, 'Net Weight': 13.8091, 'Package Weight': 2.9072}",non recyclable,30K+,2572.86,1734.5,503.07,333.85,755.1074
mc_ID_16157,"Married Female with one child, education: partial high school working as manual",V13er_BC,"Hygiene from Health and Hygiene department, Ordered Brand : Consolidated","['Bar For Salad', 'Coffee Bar', 'Ready Food', 'Video Store', 'Florist']",Sale : Double Down,Deluxe,6.39 Millions,3.195 Millions,"{'Gross Weight': 14.6813, 'Net Weight': 10.3205, 'Package Weight': 4.3608}",non recyclable,30K+,2147.17,1525.28,375.1,248.79,746.3733
mc_ID_16158,"Single Female with two children, education: high school degree working as manual",P07nd_OR,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best",,Full Free,Supermarket,5.94 Millions,2.376 Millions,"{'Gross Weight': 19.6235, 'Net Weight': 16.7163, 'Package Weight': 2.9072}",non recyclable,30K+,,1508,227.8,,660.2352
mc_ID_16159,"Married Female with three children, education: partial high school working as manual",A17co_GU,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best",,,Supermarket,7.12 Millions,2.7768 Millions,"{'Gross Weight': 20.7864, 'Net Weight': 17.8792, 'Package Weight': 2.9072}",recyclable,10K+,2196.19,1623.48,341.05,227.33,743.1307
mc_ID_16160,"Single Male with four children, education: bachelors degree working as professional",S03le_WA,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",['Coffee Bar'],Two Day Sale,Supermarket,7.16 Millions,3.5084 Millions,"{'Gross Weight': 27.0368, 'Net Weight': 24.1296, 'Package Weight': 2.9072}",recyclable,70K+,1970.94,,440.92,293.95,477.3944
mc_ID_16161,"Married Female with four children, education: partial high school working as management",S03le_WA,"Bread from Baked Goods department, Ordered Brand : Fantastic",['Coffee Bar'],Double Your Savings,Supermarket,6.2 Millions,2.356 Millions,"{'Gross Weight': 15.4081, 'Net Weight': 12.5009, 'Package Weight': 2.9072}",non recyclable,110K+,1973.17,1236.07,440.92,293.25,493.8689
mc_ID_16162,"Married Male with three children, education: bachelors degree working as professional",T02ma_WA,"Dairy from Dairy department, Ordered Brand : Club","['Ready Food', 'Florist', 'Coffee Bar', 'Bar For Salad']",Dollar Days,Deluxe,2.13 Millions,0.8307 Millions,"{'Gross Weight': 29.944, 'Net Weight': 27.0368, 'Package Weight': 2.9072}",recyclable,90K+,3145.51,2055.29,654.13,437.02,725.9763
mc_ID_16163,"Single Female with two children, education: graduate degree working as professional",M10da_YU,"Specialty from Carousel department, Ordered Brand : Toretti","['Bar For Salad', 'Coffee Bar', 'Video Store', 'Ready Food', 'Florist']",Two Day Sale,Deluxe,4.84 Millions,2.0812 Millions,"{'Gross Weight': 27.4729, 'Net Weight': 22.9668, 'Package Weight': 4.5061}",non recyclable,90K+,2861.08,1871.16,593.93,396.15,402.0824
mc_ID_16164,"Married Male with three children, education: bachelors degree working as professional",O09ba_VE,"Vegetables from Produce department, Ordered Brand : Hermanos","['Ready Food', 'Bar For Salad']",Save Price,Supermarket,5.19 Millions,2.3874 Millions,"{'Gross Weight': 22.0946, 'Net Weight': 17.5885, 'Package Weight': 4.5061}",non recyclable,50K+,3232.85,2448.37,470.27,,406.4756
mc_ID_16165,"Married Male with one child, education: partial high school working as skilled manual",V13er_BC,"Bread from Baked Goods department, Ordered Brand : Modell","['Florist', 'Ready Food', 'Video Store', 'Coffee Bar', 'Bar For Salad']",,Deluxe,6.24 Millions,2.0592 Millions,"{'Gross Weight': 31.8337, 'Net Weight': 28.7811, 'Package Weight': 3.0525}",recyclable,30K+,2142.86,,373.1,248.79,318.3501
mc_ID_16166,"Single Female with four children, education: partial high school working as manual",S04ne_WA,"Vegetables from Frozen Foods department, Ordered Brand : Golden",,Tip Top Savings,Supermarket,7.24 Millions,3.0408 Millions,"{'Gross Weight': 28.9265, 'Net Weight': 27.3275, 'Package Weight': 1.599}",non recyclable,10K+,2808.4,2050.13,457.36,302.95,557.8318
mc_ID_16167,"Single Male with four children, education: bachelors degree working as management",L05es_CA,"Vegetables from Canned Foods department, Ordered Brand : Better",['Florist'],Dollar Days,Supermarket,5.28 Millions,1.848 Millions,"{'Gross Weight': 26.0193, 'Net Weight': 24.4204, 'Package Weight': 1.599}",non recyclable,50K+,2196.27,1320.15,523.32,348.85,748.0992
mc_ID_16168,"Single Male with one child, education: bachelors degree working as professional",M12ty_DF,"Vegetables from Canned Foods department, Ordered Brand : Just Right",,Full Free,Mid-Size,4.08 Millions,1.6728 Millions,"{'Gross Weight': 28.6358, 'Net Weight': 27.1822, 'Package Weight': 1.4536}",recyclable,50K+,3387.85,2087.43,785.64,522.49,778.5901
mc_ID_16169,"Single Male with three children, education: partial high school working as manual",T02ma_WA,"Hardware from Household department, Ordered Brand : High Quality","['Ready Food', 'Florist', 'Coffee Bar', 'Bar For Salad']",Dollar Days,Deluxe,10.48 Millions,4.6112 Millions,"{'Gross Weight': 11.1054, 'Net Weight': 8.1837, 'Package Weight': 2.9217}",recyclable,10K+,3148.99,2053.72,654.13,436.09,725.9763
mc_ID_16170,"Single Male with three children, education: high school degree working as manual",S03le_WA,"Paper Products from Household department, Ordered Brand : Sunset",['Coffee Bar'],Price Slashers,,6.3 Millions,2.709 Millions,"{'Gross Weight': 13.6347, 'Net Weight': 12.1811, 'Package Weight': 1.4536}",recyclable,30K+,1973.35,1238.4,440.92,293.95,525.3012
mc_ID_16171,"Single Female with No children, education: partial high school working as manual",B06ls_CA,"Hardware from Checkout department, Ordered Brand : Akron","['Ready Food', 'Video Store', 'Bar For Salad', 'Coffee Bar', 'Florist']",You Save Days,Gourmet,5.28 Millions,2.3232 Millions,"{'Gross Weight': 16.571, 'Net Weight': 14.972, 'Package Weight': 1.599}",recyclable,10K+,2205.28,1424.85,465.54,311.99,689.3663
mc_ID_16172,"Single Female with four children, education: bachelors degree working as management",H11go_ZA,"Vegetables from Frozen Foods department, Ordered Brand : Carrington","['Coffee Bar', 'Ready Food', 'Florist', 'Bar For Salad', 'Video Store']",Pick Your Savings,Deluxe,6.66 Millions,2.3976 Millions,"{'Gross Weight': 23.4028, 'Net Weight': 20.4957, 'Package Weight': 2.9072}",recyclable,70K+,2841.35,2035.22,481.98,321.26,739.4174
mc_ID_16173,"Married Male with three children, education: bachelors degree working as management",S01em_OR,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice","['Bar For Salad', 'Video Store', 'Florist', 'Coffee Bar', 'Ready Food']",Big Time Discounts,Deluxe,4.77 Millions,1.8126 Millions,"{'Gross Weight': 29.0719, 'Net Weight': 26.1647, 'Package Weight': 2.9072}",non recyclable,50K+,2569.14,1734.5,503.07,333.9,583.1973
mc_ID_16174,"Married Female with two children, education: partial high school working as skilled manual",T02ma_WA,"Vegetables from Produce department, Ordered Brand : Tell Tale","['Ready Food', 'Florist', 'Coffee Bar', 'Bar For Salad']",,Deluxe,3.86 Millions,1.1966 Millions,"{'Gross Weight': 13.1114, 'Net Weight': 8.7506, 'Package Weight': 4.3608}",recyclable,10K+,3149.74,2055.29,654.13,436.09,364.2695
mc_ID_16175,"Single Male with three children, education: partial high school working as professional",S04ne_WA,"Paper Products from Household department, Ordered Brand : Red Wing",,Price Winners,Supermarket,4.24 Millions,1.6536 Millions,"{'Gross Weight': 22.676, 'Net Weight': 21.2225, 'Package Weight': 1.4536}",recyclable,130K+,2807.81,2049.72,457.36,304.18,599.358
mc_ID_16176,"Single Male with three children, education: partial high school working as skilled manual",P07nd_OR,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",,Weekend Discount,Supermarket,8.88 Millions,3.0192 Millions,"{'Gross Weight': 17.007, 'Net Weight': 12.6317, 'Package Weight': 4.3753}",recyclable,10K+,1884.22,1508,227.8,151.9,735.1811
mc_ID_16177,"Married Male with one child, education: partial high school working as skilled manual",B14on_WA,"Baking Goods from Baking Goods department, Ordered Brand : Super","['Bar For Salad', 'Ready Food']",Three for One,Supermarket,8.49 Millions,3.6507 Millions,"{'Gross Weight': 25.7286, 'Net Weight': 22.8214, 'Package Weight': 2.9072}",non recyclable,10K+,3684.84,2265.9,853.22,567.74,618.4475
mc_ID_16178,"Married Male with four children, education: high school degree working as manual",V13er_BC,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel","['Florist', 'Ready Food', 'Bar For Salad', 'Coffee Bar', 'Video Store']",Super Duper Savers,Deluxe,1.32 Millions,0.5148 Millions,"{'Gross Weight': 20.9317, 'Net Weight': 16.4256, 'Package Weight': 4.5061}",non recyclable,30K+,2150.76,1525.28,373.1,248.79,266.73
mc_ID_16179,"Married Male with four children, education: bachelors degree working as professional",L05es_CA,"Pizza from Frozen Foods department, Ordered Brand : Imagine",['Florist'],Save It (Sale),,6.2 Millions,2.418 Millions,"{'Gross Weight': 10.0007, 'Net Weight': 7.0935, 'Package Weight': 2.9072}",recyclable,50K+,2189.39,1321.23,523.32,349.48,427.7617
mc_ID_16180,"Single Male with four children, education: high school degree working as skilled manual",M10da_YU,"Plastic Products from Household department, Ordered Brand : Sunset","['Ready Food', 'Bar For Salad', 'Video Store', 'Florist', 'Coffee Bar']",Dimes Off,Deluxe,10.28 Millions,4.626 Millions,"{'Gross Weight': 19.0421, 'Net Weight': 16.1349, 'Package Weight': 2.9072}",non recyclable,30K+,2861.13,1871.16,593.93,395.95,474.7271
mc_ID_16181,"Married Female with one child, education: bachelors degree working as management",B14on_WA,"Dairy from Dairy department, Ordered Brand : Even Better","['Bar For Salad', 'Ready Food']",Sales Days,Supermarket,7.77 Millions,2.6418 Millions,"{'Gross Weight': 27.0368, 'Net Weight': 24.1296, 'Package Weight': 2.9072}",non recyclable,150K+,3689.55,2265.9,853.22,568.75,327.9733
mc_ID_16182,"Married Male with two children, education: high school degree working as skilled manual",P07nd_OR,"Vegetables from Produce department, Ordered Brand : Tri-State",,Full Free,Supermarket,9.72 Millions,3.5964 Millions,"{'Gross Weight': 27.3275, 'Net Weight': 25.7286, 'Package Weight': 1.599}",recyclable,30K+,1884.95,1506.34,229.8,153.73,660.2352
mc_ID_16183,"Married Female with one child, education: bachelors degree working as management",C15ho_ZA,"Candy from Snacks department, Ordered Brand : Thresher","['Florist', 'Ready Food', 'Coffee Bar', 'Bar For Salad']",Roller Savings (High) ,Gourmet,5.61 Millions,2.6928 Millions,"{'Gross Weight': 27.3275, 'Net Weight': 25.7286, 'Package Weight': 1.599}",recyclable,50K+,2209.13,1564.86,385.45,258.25,637.6939
mc_ID_16184,"Single Male with two children, education: partial high school working as management",P07nd_OR,"Breakfast Foods from Frozen Foods department, Ordered Brand : Big Time",,Saving Days,Supermarket,3.78 Millions,1.3608 Millions,"{'Gross Weight': 28.7811, 'Net Weight': 27.1822, 'Package Weight': 1.599}",non recyclable,90K+,1890.83,1508,227.8,151.9,619.0228
mc_ID_16185,"Single Female with three children, education: graduate degree working as professional",H11go_ZA,"Drinks from Beverages department, Ordered Brand : Token","['Coffee Bar', 'Video Store', 'Bar For Salad', 'Florist', 'Ready Food']",Save Price,Deluxe,6.44 Millions,2.9624 Millions,"{'Gross Weight': 20.0596, 'Net Weight': 15.6988, 'Package Weight': 4.3608}",recyclable,70K+,2841.35,2038.11,481.98,321.26,284.3028
mc_ID_16186,"Single Female with one child, education: partial high school working as skilled manual",S01em_OR,"Plastic Products from Household department, Ordered Brand : Sunset","['Florist', 'Ready Food', 'Video Store', 'Coffee Bar', 'Bar For Salad']",Big Time Discounts,Deluxe,5.18 Millions,1.7612 Millions,"{'Gross Weight': 27.6183, 'Net Weight': 24.7111, 'Package Weight': 2.9072}",non recyclable,10K+,2577.04,1735.19,503.07,336.78,583.1973
mc_ID_16187,"Married Male with No children, education: partial high school working as professional",L05es_CA,"Baking Goods from Baking Goods department, Ordered Brand : Super",['Florist'],Save It (Sale),Supermarket,4.26 Millions,1.7892 Millions,"{'Gross Weight': 11.9921, 'Net Weight': 10.5385, 'Package Weight': 1.4536}",recyclable,110K+,2194.06,,523.32,348.85,427.7617
mc_ID_16188,"Married Male with three children, education: high school degree working as management",H11go_ZA,"Meat from Deli department, Ordered Brand : Lake",,Price Destroyers,Mid-Size,11.76 Millions,5.1744 Millions,"{'Gross Weight': 15.2627, 'Net Weight': 12.3555, 'Package Weight': 2.9072}",recyclable,130K+,3567.28,2819.7,447.7,299.92,728.2775
mc_ID_16189,"Single Male with one child, education: bachelors degree working as professional",T02ma_WA,"Baking Goods from Baking Goods department, Ordered Brand : Landslide","['Florist', 'Bar For Salad', 'Ready Food', 'Coffee Bar']",Saving Days,Deluxe,5.46 Millions,2.1294 Millions,"{'Gross Weight': 30.6708, 'Net Weight': 29.2172, 'Package Weight': 1.4536}",recyclable,50K+,3148.26,,656.13,435.38,352.0313
mc_ID_16190,"Married Female with one child, education: partial high school working as manual",B14on_WA,"Vegetables from Frozen Foods department, Ordered Brand : Big Time","['Ready Food', 'Bar For Salad']",Price Cutters,Supermarket,2.76 Millions,1.2144 Millions,"{'Gross Weight': 27.4729, 'Net Weight': 22.9668, 'Package Weight': 4.5061}",recyclable,50K+,3687.88,,853.22,,761.0696
mc_ID_16191,"Married Male with No children, education: partial high school working as manual",B14on_WA,"Vegetables from Produce department, Ordered Brand : Ebony","['Bar For Salad', 'Ready Food']",Price Cutters,Supermarket,4.17 Millions,1.8765 Millions,"{'Gross Weight': 28.1997, 'Net Weight': 25.1472, 'Package Weight': 3.0525}",recyclable,10K+,3683.54,2266.23,,,761.0696
mc_ID_16192,"Married Female with three children, education: bachelors degree working as professional",S03le_WA,"Jams and Jellies from Baking Goods department, Ordered Brand : Super",['Coffee Bar'],Weekend Discount,,11.88 Millions,4.0392 Millions,"{'Gross Weight': 23.9843, 'Net Weight': 21.0771, 'Package Weight': 2.9072}",non recyclable,50K+,1971.08,1236.07,440.92,293.95,364.1649
mc_ID_16193,"Single Male with three children, education: high school degree working as skilled manual",C15ho_ZA,"Fruit from Produce department, Ordered Brand : Tri-State","['Florist', 'Ready Food', 'Coffee Bar', 'Bar For Salad']",,Gourmet,8.07 Millions,2.5017 Millions,"{'Gross Weight': 19.0421, 'Net Weight': 16.1349, 'Package Weight': 2.9072}",non recyclable,30K+,2207.28,1564.86,385.45,,637.6939
mc_ID_16194,"Married Male with four children, education: bachelors degree working as professional",P07nd_OR,"Snack Foods from Snack Foods department, Ordered Brand : Fast",,Sale Winners,,2.79 Millions,1.1997 Millions,"{'Gross Weight': 30.3801, 'Net Weight': 27.3275, 'Package Weight': 3.0525}",recyclable,50K+,1887.7,1508,227.8,,720.171
mc_ID_16195,"Married Female with three children, education: bachelors degree working as professional",B14on_WA,"Meat from Deli department, Ordered Brand : Red Spade","['Ready Food', 'Bar For Salad']",Go For It,Supermarket,9.32 Millions,3.728 Millions,"{'Gross Weight': 27.7636, 'Net Weight': 23.4028, 'Package Weight': 4.3608}",non recyclable,50K+,3684.08,2265.9,853.22,567.15,553.0202
mc_ID_16196,"Single Male with two children, education: partial high school working as manual",T02ma_WA,"Vegetables from Produce department, Ordered Brand : Hermanos","['Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",,Deluxe,5.24 Millions,1.9388 Millions,"{'Gross Weight': 21.2225, 'Net Weight': 19.7689, 'Package Weight': 1.4536}",recyclable,10K+,3147.18,2058.25,654.13,437.36,364.2695
mc_ID_16197,"Married Female with one child, education: partial college working as professional",H11go_ZA,"Meat from Frozen Foods department, Ordered Brand : Big Time","['Florist', 'Video Store', 'Bar For Salad', 'Ready Food', 'Coffee Bar']",Save Price,Deluxe,14.68 Millions,5.4316 Millions,"{'Gross Weight': 11.4398, 'Net Weight': 8.5181, 'Package Weight': 2.9217}",non recyclable,30K+,,2038.11,481.98,321.26,284.3028
mc_ID_16198,"Single Male with four children, education: bachelors degree working as professional",V13er_BC,"Fruit from Produce department, Ordered Brand : High Top","['Bar For Salad', 'Coffee Bar', 'Florist', 'Ready Food', 'Video Store']",Super Savers,Deluxe,4.47 Millions,2.0562 Millions,"{'Gross Weight': 17.1524, 'Net Weight': 12.7916, 'Package Weight': 4.3608}",non recyclable,50K+,2145.31,1525.28,373.1,248.79,755.9442
mc_ID_16199,"Married Male with four children, education: high school degree working as skilled manual",S04ne_WA,"Vegetables from Produce department, Ordered Brand : Ebony",,Big Time Discounts,Supermarket,2.9 Millions,1.45 Millions,"{'Gross Weight': 20.7864, 'Net Weight': 16.4256, 'Package Weight': 4.3608}",recyclable,30K+,2808.9,2049.72,459.36,304.91,310.662
mc_ID_16200,"Single Female with three children, education: bachelors degree working as professional",S03le_WA,"Meat from Deli department, Ordered Brand : Lake",['Coffee Bar'],Price Slashers,Supermarket,1.42 Millions,0.6674 Millions,"{'Gross Weight': 24.7111, 'Net Weight': 21.8039, 'Package Weight': 2.9072}",recyclable,10K+,1975.28,1236.07,442.92,,525.3012
mc_ID_16201,"Single Male with No children, education: high school degree working as professional",S03le_WA,"Vegetables from Frozen Foods department, Ordered Brand : Big Time",['Coffee Bar'],Price Smashers,Supermarket,9.48 Millions,3.6972 Millions,"{'Gross Weight': 19.1874, 'Net Weight': 16.1349, 'Package Weight': 3.0525}",recyclable,70K+,1968.32,1235.44,440.92,292.37,722.9429
mc_ID_16202,"Married Male with three children, education: bachelors degree working as professional",T02ma_WA,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice","['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",Save It (Sale),Deluxe,2.46 Millions,0.9594 Millions,"{'Gross Weight': 12.6608, 'Net Weight': 9.7536, 'Package Weight': 2.9072}",non recyclable,50K+,3149.78,2055.29,654.13,434.16,728.9051
mc_ID_16203,"Single Male with two children, education: partial high school working as manual",P07nd_OR,"Cleaning Supplies from Household department, Ordered Brand : Sunset",,Super Wallet Savers,Supermarket,2.49 Millions,1.2201 Millions,"{'Gross Weight': 30.5255, 'Net Weight': 26.1647, 'Package Weight': 4.3608}",non recyclable,10K+,1884.42,1506.87,229.8,152.05,733.1937
mc_ID_16204,"Married Female with five children, education: partial high school working as manual",M12ty_DF,"Bathroom Products from Health and Hygiene department, Ordered Brand : Faux Products",,Coupon Spectacular,Mid-Size,4.52 Millions,1.4916 Millions,"{'Gross Weight': 18.7513, 'Net Weight': 14.376, 'Package Weight': 4.3753}",non recyclable,30K+,,,783.64,,658.0909
mc_ID_16205,"Single Male with one child, education: partial college working as clerical",O09ba_VE,"Baking Goods from Baking Goods department, Ordered Brand : Landslide","['Bar For Salad', 'Ready Food']",Save Price,Supermarket,2.32 Millions,0.696 Millions,"{'Gross Weight': 10.5676, 'Net Weight': 6.1923, 'Package Weight': 4.3753}",recyclable,10K+,3232.19,,470.27,,406.4756
mc_ID_16206,"Married Male with one child, education: high school degree working as skilled manual",P07nd_OR,"Fruit from Produce department, Ordered Brand : High Top",,Weekend Discount,Supermarket,14.72 Millions,6.4768 Millions,"{'Gross Weight': 17.1524, 'Net Weight': 14.2452, 'Package Weight': 2.9072}",recyclable,30K+,1887.52,1505.57,227.8,151.9,735.1811
mc_ID_16207,"Married Male with two children, education: partial high school working as skilled manual",A17co_GU,"Candy from Snacks department, Ordered Brand : Gulf Coast",,Price Winners,Supermarket,6.86 Millions,2.401 Millions,"{'Gross Weight': 19.1874, 'Net Weight': 14.6813, 'Package Weight': 4.5061}",non recyclable,10K+,2193.1,1625.25,341.05,227.33,543.397
mc_ID_16208,"Single Male with one child, education: bachelors degree working as professional",M10da_YU,"Eggs from Eggs department, Ordered Brand : Urban","['Florist', 'Bar For Salad', 'Coffee Bar', 'Video Store', 'Ready Food']",,,2.62 Millions,1.2314 Millions,"{'Gross Weight': 13.3876, 'Net Weight': 10.4804, 'Package Weight': 2.9072}",non recyclable,70K+,2861.13,1871.16,593.93,395.95,578.2288
mc_ID_16209,"Married Male with three children, education: bachelors degree working as management",M10da_YU,"Vegetables from Canned Foods department, Ordered Brand : Blue Label","['Ready Food', 'Bar For Salad', 'Florist', 'Video Store', 'Coffee Bar']",Two Day Sale,Deluxe,8.34 Millions,4.17 Millions,"{'Gross Weight': 30.9615, 'Net Weight': 27.909, 'Package Weight': 3.0525}",non recyclable,70K+,2861.13,1871.16,593.93,395.95,402.0824
mc_ID_16210,"Married Female with two children, education: bachelors degree working as professional",M12ty_DF,"Packaged Vegetables from Produce department, Ordered Brand : Tell Tale",,Two Day Sale,Mid-Size,5.01 Millions,2.2545 Millions,"{'Gross Weight': 26.31, 'Net Weight': 23.4028, 'Package Weight': 2.9072}",non recyclable,50K+,,2085.67,783.64,522.49,509.0882
mc_ID_16211,"Married Male with four children, education: bachelors degree working as professional",S04ne_WA,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",,Savings Galore,,9.93 Millions,3.6741 Millions,"{'Gross Weight': 24.8564, 'Net Weight': 20.4957, 'Package Weight': 4.3608}",recyclable,130K+,2816.28,2049.72,459.36,304.91,714.2611
mc_ID_16212,"Single Male with one child, education: bachelors degree working as professional",M10da_YU,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice","['Coffee Bar', 'Florist', 'Ready Food', 'Video Store', 'Bar For Salad']",One Day Sale,Deluxe,10.36 Millions,3.3152 Millions,"{'Gross Weight': 19.4781, 'Net Weight': 17.8792, 'Package Weight': 1.599}",non recyclable,70K+,2859.77,1871.16,593.93,395.95,360.3993
mc_ID_16213,"Single Female with five children, education: partial high school working as professional",P07nd_OR,"Vegetables from Frozen Foods department, Ordered Brand : Big Time",,,Supermarket,12.64 Millions,4.1712 Millions,"{'Gross Weight': 19.1874, 'Net Weight': 16.1349, 'Package Weight': 3.0525}",recyclable,130K+,1887.84,1508.72,227.8,151.9,399.6243
mc_ID_16214,"Single Female with three children, education: partial high school working as skilled manual",T02ma_WA,"Fruit from Produce department, Ordered Brand : Tell Tale","['Bar For Salad', 'Ready Food', 'Florist', 'Coffee Bar']",,Deluxe,3.8 Millions,1.292 Millions,"{'Gross Weight': 30.3801, 'Net Weight': 27.3275, 'Package Weight': 3.0525}",recyclable,10K+,,2055.29,654.13,436.09,267.3576
mc_ID_16215,"Married Male with three children, education: partial high school working as management",S03le_WA,"Vegetables from Frozen Foods department, Ordered Brand : Carrington",['Coffee Bar'],Price Smashers,Supermarket,5.42 Millions,1.626 Millions,"{'Gross Weight': 31.6883, 'Net Weight': 28.6358, 'Package Weight': 3.0525}",recyclable,150K+,1970.94,,440.92,293.95,722.9429
mc_ID_16216,"Married Male with three children, education: partial high school working as skilled manual",S01em_OR,"Meat from Frozen Foods department, Ordered Brand : PigTail","['Video Store', 'Bar For Salad', 'Coffee Bar', 'Ready Food', 'Florist']",Lottery Cash Registerion,Deluxe,11.79 Millions,5.5413 Millions,"{'Gross Weight': 12.1375, 'Net Weight': 7.7767, 'Package Weight': 4.3608}",non recyclable,10K+,2574.5,1734.5,503.07,335.38,290.7357
mc_ID_16217,"Married Male with two children, education: partial high school working as skilled manual",S01em_OR,"Bread from Baked Goods department, Ordered Brand : Fantastic","['Florist', 'Coffee Bar', 'Ready Food', 'Bar For Salad', 'Video Store']",Lottery Cash Registerion,Deluxe,10.26 Millions,4.0014 Millions,"{'Gross Weight': 8.7797, 'Net Weight': 5.858, 'Package Weight': 2.9217}",recyclable,30K+,2572.86,1736.49,505.07,,500.9294
mc_ID_16218,"Married Female with three children, education: high school degree working as skilled manual",V13er_BC,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Bar For Salad', 'Ready Food', 'Coffee Bar', 'Florist', 'Video Store']",I Cant Believe It Sale,Deluxe,8.64 Millions,3.6288 Millions,"{'Gross Weight': 28.0543, 'Net Weight': 26.4554, 'Package Weight': 1.599}",recyclable,30K+,2142.51,1523.08,373.1,247.96,535.9181
